Length,Speaker,Emotions,Start_Time,End_Time,Utterances,Dialogue_ID,Season,Episode,Utterance_IDs,Line_Indices
3,Ross,"['neutral', 'joy', 'neutral']","00:15:42,358","0:15:47,072","[""You guys'll scooch, won't you?"", ""Let's try scooching!"", 'Come on.']",659,1,14,"[12, 13, 14]","6653,6654,6655"
3,Ross,"['joy', 'neutral', 'neutral']","0:15:45,736","0:15:48,746","[""Let's try scooching!"", 'Come on.', 'Come on.']",659,1,14,"[13, 14, 15]","6654,6655,6656"
3,Ross,"['neutral', 'neutral', 'joy']","00:15:56,455","00:16:22,188","['Carol, Kristin.', 'Uh, Carol teaches sixth grade.', ""And, Kristin, Kristin......does something that, funnily enough, wasn't even her major!""]",659,1,14,"[17, 18, 19]","6658,6659,6660"
2,Ross,"['neutral', 'joy']","00:15:59,083","00:16:22,188","['Uh, Carol teaches sixth grade.', ""And, Kristin, Kristin......does something that, funnily enough, wasn't even her major!""]",659,1,14,"[18, 19]","6659,6660"
3,Paul,"['neutral', 'anger', 'sadness']","00:05:03,261","00:05:15,105","['I wanted a big wheel.', 'And instead my parents got me this little plastic chicken that you hop around on.', 'It was embarrassing, kids made fun of me.']",660,6,23,"[3, 4, 5]","6665,6666,6667"
3,Paul,"['anger', 'sadness', 'sadness']","00:05:05,471","00:05:17,107","['And instead my parents got me this little plastic chicken that you hop around on.', 'It was embarrassing, kids made fun of me.', 'That was a pretty tough year.']",660,6,23,"[4, 5, 6]","6666,6667,6668"
3,Rachel,"['joy', 'neutral', 'joy']","0:05:18,484","0:05:23,129","['That’s-that’s great!', 'See?', 'I already feel like I know you a little better!']",660,6,23,"[7, 8, 9]","6669,6670,6671"
3,Rachel,"['neutral', 'joy', 'joy']","0:05:19,569","0:05:24,209","['See?', 'I already feel like I know you a little better!', 'Thank you.']",660,6,23,"[8, 9, 10]","6670,6671,6672"
3,Rachel,"['joy', 'joy', 'neutral']","0:05:20,987","0:05:25,075","['I already feel like I know you a little better!', 'Thank you.', 'Okay, come on.']",660,6,23,"[9, 10, 11]","6671,6672,6673"
3,Rachel,"['joy', 'neutral', 'neutral']","0:05:23,129","0:05:25,667","['Thank you.', 'Okay, come on.', 'Now we can go eat.']",660,6,23,"[10, 11, 12]","6672,6673,6674"
2,Chandler,"['anger', 'neutral']","00:16:52,886","00:17:03,980","['Hey, this isn’t like swimming after you eat, pick up the phone!!', ""Y'know that whole swimming thing is a myth.""]",664,3,15,"[4, 5]","6710,6711"
3,Rachel,"['anger', 'sadness', 'anger']","00:16:06,924","00:16:14,722","['Oh God, oh.', ""Great, Monica, y'know what, you could've called, I have been up here, I've been worried..."", 'Monica? Monica!']",670,1,21,"[1, 2, 3]","6778,6779,6780"
2,Rachel,"['sadness', 'anger']","00:16:11,261","00:16:14,722","[""Great, Monica, y'know what, you could've called, I have been up here, I've been worried..."", 'Monica? Monica!']",670,1,21,"[2, 3]","6779,6780"
3,Monica,"['joy', 'anger', 'joy']","00:16:40,165","00:16:52,677","['No, it is me!', ""Y'know, I'm not just the person who needs to fluff the pillows and pay the bills as soon as they come in!"", ""Y'know, when I'm with her, I am so much more than that.""]",670,1,21,"[8, 9, 10]","6785,6786,6787"
3,Monica,"['anger', 'joy', 'joy']","00:16:42,084","00:16:54,512","[""Y'know, I'm not just the person who needs to fluff the pillows and pay the bills as soon as they come in!"", ""Y'know, when I'm with her, I am so much more than that."", ""I'm- I'm Monana!""]",670,1,21,"[9, 10, 11]","6786,6787,6788"
2,Ross,"['neutral', 'surprise']","00:16:26,610","00:16:34,909","[""Yeah, yeah that means... you know? We just... we don't have time    for this."", ""Ok, but you know what? I gotta say, I'm really impressed that    you were able to memorize all this so quickly!""]",671,9,21,"[7, 8]","6800,6802"
2,Joey,"['surprise', 'neutral']","0:16:43,348","00:16:58,182","['No idea!', 'But the guy I said it to dies in the next scene so I    guess it means ""you\'re gonna get eaten by a bear"".']",671,9,21,"[11, 12]","6805,6806"
3,Ross,"['neutral', 'joy', 'joy']","0:07:25,457","00:07:37,247","['Well, I wanted to be thorough.', 'I mean this-this is clearly very, very important to you, to us!', 'And so I wanted to read every word carefully, twice!']",672,4,1,"[4, 5, 6]","6816,6817,6818"
3,Ross,"['surprise', 'surprise', 'fear']","00:16:15,474","00:16:24,983","['Ooh!', 'There’s no way to do this without her?', '‘Cause I kinda all ready told her uh, it was, it was already taken care of.']",673,6,2,"[18, 19, 20]","6847,6848,6849"
2,Ross,"['surprise', 'fear']","00:16:18,519","00:16:24,983","['There’s no way to do this without her?', '‘Cause I kinda all ready told her uh, it was, it was already taken care of.']",673,6,2,"[19, 20]","6848,6849"
3,Rachel,"['surprise', 'surprise', 'sadness']","0:10:13,904","0:10:18,819","[""That's crazy!"", ""You can't do that!"", 'What are you going to tell her?']",676,5,5,"[1, 2, 3]","6869,6870,6871"
3,Rachel,"['surprise', 'sadness', 'fear']","0:10:15,426","00:10:26,333","[""You can't do that!"", 'What are you going to tell her?', 'Oh God.']",676,5,5,"[2, 3, 4]","6870,6871,6872"
3,Rachel,"['sadness', 'fear', 'sadness']","0:10:16,488","00:10:29,377","['What are you going to tell her?', 'Oh God.', ""Ohh, you already agreed to this, haven't you?""]",676,5,5,"[3, 4, 5]","6871,6872,6873"
2,Rachel,"['fear', 'sadness']","00:10:24,123","00:10:29,377","['Oh God.', ""Ohh, you already agreed to this, haven't you?""]",676,5,5,"[4, 5]","6872,6873"
3,Joey,"['fear', 'anger', 'anger']","00:00:54,929","00:01:06,231","['But I got to act with a robot Pheebs, and-and I don’t know anything about technology!', 'I can’t even use Chandler’s computer except to find porn!', 'And-and that’s only ‘cause it’s right there when you turn it on!']",679,6,21,"[12, 13, 14]","6919,6920,6921"
3,Monica,"['surprise', 'joy', 'neutral']","00:08:57,954","00:09:06,545","['I know!', 'Now look, there’s only one problem though.', 'There’s only room for one, so I guess one of you will have to stay at Joey’s.']",680,6,18,"[2, 3, 4]","6926,6927,6928"
2,Monica,"['joy', 'neutral']","00:09:01,249","00:09:06,545","['Now look, there’s only one problem though.', 'There’s only room for one, so I guess one of you will have to stay at Joey’s.']",680,6,18,"[3, 4]","6927,6928"
3,Monica,"['joy', 'joy', 'neutral']","0:09:20,643","00:09:26,398","['So Rach!', 'You’re the first guest at Hotel Monica!', 'Umm, you’ll just have to tell me how you like your eggs in the morning.']",680,6,18,"[9, 10, 11]","6933,6934,6935"
3,Monica,"['joy', 'neutral', 'neutral']","0:09:21,186","00:09:28,650","['You’re the first guest at Hotel Monica!', 'Umm, you’ll just have to tell me how you like your eggs in the morning.', 'And I thought I would bring them to you, y’know, in bed.']",680,6,18,"[10, 11, 12]","6934,6935,6936"
3,Monica,"['neutral', 'neutral', 'sadness']","00:09:24,272","00:09:30,402","['Umm, you’ll just have to tell me how you like your eggs in the morning.', 'And I thought I would bring them to you, y’know, in bed.', 'Oh, you have been through so much.']",680,6,18,"[11, 12, 13]","6935,6936,6937"
2,Monica,"['neutral', 'sadness']","00:09:26,566","00:09:30,402","['And I thought I would bring them to you, y’know, in bed.', 'Oh, you have been through so much.']",680,6,18,"[12, 13]","6936,6937"
3,Ross,"['sadness', 'neutral', 'neutral']","00:20:29,436","00:20:52,375","['Ben, I want you to know that there may be some times when I may not be around, like this.', ""But I'll still always come back, like this."", 'And sometimes I may be away longer, like this.']",682,1,23,"[0, 1, 2]","6945,6946,6947"
3,Monica,"['sadness', 'joy', 'neutral']","0:12:49,727","00:12:57,192","['You’re right, I’m sorry.', 'Actually you were a big help tonight.', 'Yeah, and thanks for putting my grandmother in the cab and making sure she got to the hotel safely.']",686,7,23,"[6, 7, 8]","6979,6980,6981"
2,Monica,"['joy', 'neutral']","0:12:51,709","00:12:57,192","['Actually you were a big help tonight.', 'Yeah, and thanks for putting my grandmother in the cab and making sure she got to the hotel safely.']",686,7,23,"[7, 8]","6980,6981"
3,Rachel,"['neutral', 'neutral', 'surprise']","0:03:41,638","0:03:44,160","['Okay, thank you.', 'That’ll be all.', 'Wait!']",687,7,9,"[2, 3, 4]","6987,6988,6989"
3,Rachel,"['neutral', 'surprise', 'surprise']","0:03:42,310","0:03:44,687","['That’ll be all.', 'Wait!', 'Wait!']",687,7,9,"[3, 4, 5]","6988,6989,6990"
3,Mr. Treeger,"['neutral', 'anger', 'anger']","00:04:43,950","00:04:54,835","[': Yeah, well your friends are in violation of it.', 'I’ve been a nice guy up until now, but uh, I don’t need this grief.', 'I’m gonna call the landlord and tell him that Monica is illegally subletting here grandmother’s apartment.']",693,4,4,"[1, 2, 3]","7023,7024,7025"
3,Rachel,"['surprise', 'anger', 'anger']","00:16:18,852","00:16:24,399","['What?!', 'She just called and said that she was gonna be working late!', 'She keeps lying to me!']",696,5,12,"[3, 4, 5]","7042,7043,7044"
3,Rachel,"['anger', 'anger', 'sadness']","0:15:23,152","00:15:30,929","['Ross, come on!', 'No!', 'Listen, look I thought a lot about how to tell you this and the bottom line, Ross, is we can not stay married.']",700,6,1,"[4, 5, 6]","7083,7084,7085"
2,Rachel,"['anger', 'sadness']","0:15:23,624","00:15:30,929","['No!', 'Listen, look I thought a lot about how to tell you this and the bottom line, Ross, is we can not stay married.']",700,6,1,"[5, 6]","7084,7085"
3,Phoebe,"['anger', 'neutral', 'neutral']","00:16:32,282","0:16:37,413","['Oh whoa-whoa-whoa!', 'Wait a minute, open up your hand; let me take a look.', 'Quarter.']",707,5,10,"[0, 1, 2]","7138,7139,7140"
3,Phoebe,"['neutral', 'neutral', 'surprise']","0:16:41,041","0:16:44,132","[""What's this?"", 'A Canadian coin?', 'Get outta here!']",707,5,10,"[6, 7, 8]","7144,7145,7146"
3,Phoebe,"['neutral', 'surprise', 'surprise']","0:16:43,103","00:16:50,049","['A Canadian coin?', 'Get outta here!', 'Whoa-whoa-whoa!']",707,5,10,"[7, 8, 9]","7145,7146,7147"
3,Phoebe,"['surprise', 'surprise', 'anger']","0:16:43,979","00:16:50,550","['Get outta here!', 'Whoa-whoa-whoa!', 'No drinks near the bucket!']",707,5,10,"[8, 9, 10]","7146,7147,7148"
3,Phoebe,"['surprise', 'anger', 'anger']","00:16:48,340","00:16:53,553","['Whoa-whoa-whoa!', 'No drinks near the bucket!', 'Set it down over there and then you can make a contribution!']",707,5,10,"[9, 10, 11]","7147,7148,7149"
3,Phoebe,"['anger', 'anger', 'joy']","00:16:50,718","0:16:59,995","['Set it down over there and then you can make a contribution!', 'And you can leave the hurt bunny look over there too!', 'Hi Bob!']",707,5,10,"[11, 12, 13]","7149,7150,7151"
3,Phoebe,"['anger', 'joy', 'anger']","00:16:54,972","0:17:03,155","['And you can leave the hurt bunny look over there too!', 'Hi Bob!', 'I thought I told you to get outta here!']",707,5,10,"[12, 13, 14]","7150,7151,7152"
2,Phoebe,"['joy', 'anger']","0:16:59,143","0:17:03,155","['Hi Bob!', 'I thought I told you to get outta here!']",707,5,10,"[13, 14]","7151,7152"
2,The Head Librarian,"['neutral', 'sadness']","00:10:33,341","00:10:39,721","['But as far as increasing security, I’m afraid the library is very understaffed.', 'I, I can’t help you.']",716,7,7,"[0, 1]","7181,7182"
3,Phoebe,"['surprise', 'neutral', 'surprise']","00:17:13,699","0:17:24,387","['No! No! Look at that!  It’s a line of ants! They’re working as a team!', 'Right, oh yeah.', 'Wow, oh, it looks like Ross is breaking up with her.']",717,3,24,"[2, 3, 4]","7189,7191,7192"
3,Phoebe,"['neutral', 'surprise', 'neutral']","0:17:20,205","00:17:26,044","['Right, oh yeah.', 'Wow, oh, it looks like Ross is breaking up with her.', 'Uff, I hope he lets her down easy.']",717,3,24,"[3, 4, 5]","7191,7192,7193"
2,Phoebe,"['surprise', 'neutral']","0:17:21,547","00:17:26,044","['Wow, oh, it looks like Ross is breaking up with her.', 'Uff, I hope he lets her down easy.']",717,3,24,"[4, 5]","7192,7193"
3,Rachel,"['anger', 'neutral', 'neutral']","0:17:26,295","0:17:31,107","['Come on Phoebe, look at that!', 'They are not breaking up, look at them.', 'Okay that’s, you know what that is?']",717,3,24,"[6, 7, 8]","7195,7196,7197"
3,Rachel,"['neutral', 'neutral', 'sadness']","0:17:27,557","0:17:32,517","['They are not breaking up, look at them.', 'Okay that’s, you know what that is?', 'That is a, that is a second date, that’s what that is!']",717,3,24,"[7, 8, 9]","7196,7197,7198"
3,Rachel,"['neutral', 'sadness', 'neutral']","0:17:29,465","00:17:35,470","['Okay that’s, you know what that is?', 'That is a, that is a second date, that’s what that is!', 'Look at that, she just put her hand on his thigh...']",717,3,24,"[8, 9, 10]","7197,7198,7199"
2,Rachel,"['sadness', 'neutral']","0:17:31,107","00:17:35,470","['That is a, that is a second date, that’s what that is!', 'Look at that, she just put her hand on his thigh...']",717,3,24,"[9, 10]","7198,7199"
2,Joey,"['neutral', 'anger']","00:09:20,059","00:09:32,320","['Sorry.', 'Ahhh..']",720,5,7,"[1, 2]","7218,7219"
2,Chandler,"['neutral', 'fear']","00:10:36,552","00:10:41,389","['Okay.', 'No-no-no-no!']",720,5,7,"[14, 15]","7231,7232"
2,Joey,"['anger', 'neutral']","0:16:01,970","00:16:12,095","[""No, eh, oh-oi, easy, it's not a hot dog!"", 'How good is that?']",722,5,20,"[10, 11]","7247,7248"
2,Joey,"['neutral', 'surprise']","00:16:14,890","00:16:17,642","['See?', 'Oh-whoa-hey, dude, what are you doing?!']",722,5,20,"[13, 14]","7250,7252"
3,Chandler,"['anger', 'neutral', 'neutral']","00:00:13,888","00:00:24,189","['It just keeps getting worse and worse!', 'I mean it’s bad enough that I’m in love with my roommates girlfriend—which by the way, I think she knows.', 'Because every time we’re in the room together there’s this weird like energy between us.']",728,4,7,"[2, 3, 4]","7297,7299,7300"
3,Joey,"['surprise', 'neutral', 'neutral']","00:11:21,847","00:11:30,772","[""Oh, that's what she meant!"", ""You know, if they're    gonna shorten it, they should call it the MUSE!"", 'You know, short for museum,    and avoid all the confusion!']",730,9,21,"[0, 1, 2]","7310,7311,7312"
3,Ross,"['neutral', 'neutral', 'joy']","00:11:47,665","00:11:57,424","['You know what?', 'She loves architecture, you know what you should do?', ""You should take a walk down fifth to the Saint Patrick's Cathedral and there    there's this great little pastry shop that she'd love.""]",730,9,21,"[6, 7, 8]","7316,7317,7318"
2,Ross,"['neutral', 'joy']","00:11:47,665","00:11:57,424","['She loves architecture, you know what you should do?', ""You should take a walk down fifth to the Saint Patrick's Cathedral and there    there's this great little pastry shop that she'd love.""]",730,9,21,"[7, 8]","7317,7318"
3,Ross,"['neutral', 'fear', 'fear']","00:09:36,367","00:09:47,836","['Wait uh, listen.', 'I-I, I have to tell you something.', 'Umm, I’ve been thinking, I’m just gonna come out and say it.']",736,4,17,"[7, 8, 9]","7370,7371,7372"
3,Ross,"['fear', 'fear', 'joy']","00:09:42,832","00:09:52,674","['Umm, I’ve been thinking, I’m just gonna come out and say it.', 'Okay?', 'I-I-I ah, I-I think I love you.']",736,4,17,"[9, 10, 11]","7372,7373,7374"
2,Ross,"['fear', 'joy']","00:09:44,959","00:09:52,674","['Okay?', 'I-I-I ah, I-I think I love you.']",736,4,17,"[10, 11]","7373,7374"
3,Chandler,"['surprise', 'anger', 'neutral']","00:04:17,340","00:04:32,521","['Sorry, I just…can’t sleep.', 'Ooh!', 'Where is that book that you are reading with the two women who were ice-skating and wearing, wearing those hats with the flowers on it?']",737,7,12,"[4, 5, 6]","7381,7382,7383"
3,Chandler,"['anger', 'neutral', 'neutral']","00:04:22,011","00:04:35,857","['Ooh!', 'Where is that book that you are reading with the two women who were ice-skating and wearing, wearing those hats with the flowers on it?', 'Because every time I look at that cover I’m like']",737,7,12,"[5, 6, 7]","7382,7383,7384"
2,Ross,"['neutral', 'surprise']","00:01:58,827","00:02:10,796","['Oh, it looks like mom and dad’s house.', 'Oh, it even has a tree with a broken limb out front and the uh, the window in the attic is…Oh my God!']",738,7,13,"[3, 4]","7389,7390"
3,Joey,"['neutral', 'neutral', 'joy']","00:08:51,697","0:08:58,973","['Look, you and I have been given a gift.', 'We have to do something with it.', 'Like-like, hand modeling!']",739,5,24,"[1, 2, 3]","7400,7402,7403"
3,Joey,"['neutral', 'joy', 'joy']","0:08:54,992","00:08:58,912","['We have to do something with it.', 'Like-like, hand modeling!', 'Or-or magic!']",739,5,24,"[2, 3, 4]","7402,7403,7405"
3,Joey,"['joy', 'joy', 'anger']","00:09:05,878","00:09:12,801","['We could have our own show!', ""Y'know we could clap our hands together people will love it!"", 'Huh?']",739,5,24,"[10, 11, 12]","7412,7413,7414"
3,Joey,"['joy', 'anger', 'joy']","00:09:07,672","00:09:14,886","[""Y'know we could clap our hands together people will love it!"", 'Huh?', 'And-and-and I wrote a song for us!']",739,5,24,"[11, 12, 13]","7413,7414,7415"
3,Joey,"['anger', 'joy', 'joy']","00:09:11,759","00:09:28,400","['Huh?', 'And-and-and I wrote a song for us!', '(Singing, to the tune of']",739,5,24,"[12, 13, 14]","7414,7415,7416"
3,Ross,"['neutral', 'anger', 'anger']","00:12:07,268","00:12:21,448","['Dad, that won’t matter to her.', 'Look, all my stuff is safe and dry and all hers is-is, is growing new stuff!', 'See, this is exactly the kind of thing that makes her think you guys love me more than you love her.']",740,7,13,"[1, 2, 3]","7420,7421,7422"
